Product,Type,Category,Fabric,Release,Colors,Price,Re-up,Historic,MWU,InSitu,Image
Two-Ply Blazed Button Down,Shirt,Clothes,Cotton,2015-08-18,White,144,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/two-ply-blazed.html,http://outlier.cc/productentries/products/blazed2ply/201-OUTLIER-Blazed2Ply-Front.jpg
New OGs,Pants,Clothes,OG,2015-08-18,"Black, Charcoal, Navy Slate, Maroonshadow",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-og.html,http://outlier.cc/products/newogs/202-OUTLIER-NewOGs-NavyFront.jpg
Slim Dungarees,Pants,Clothes,Workcloth,2015-08-18,"Black, Gray Shadow",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Merino Ribbed Henley,Henley,Clothes,Merino,2015-08-13,"Black, Red Earth, Olive Drab, Gray Sky, Navy",148,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-ribbed-henley.html,http://outlier.cc/productentries/products/merinoribbedhenley/201-OUTLIER-MerinoRibbedHenley-Black.jpg
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2015-08-07,"Black, Medium Gray, Gray Light",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,http://outlier.cc/productentries/products/merinot/204-OUTLIER-UltrafineT-jpg
Slim Dungarees (Long),Pants,Clothes,Workcloth,2015-08-06,"Darkindigo, Bluetint Gray, Concrete, Zinc",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Public Prototype 012,Outerwear,Clothes,Ultralight,2015-07-31,Black,365,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-012.html,https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s320x320/e35/11821793_515919848562734_1893218409_n.jpg
Climbers,Pants,Clothes,OG,2015-07-30,"Black, Navy Slate, Stone Blue",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/the-climbers.html,http://outlier.cc/productentries/products/theclimbers/201-OUTLIER-TheClimbers-Black.jpg
Ultrahigh Backpack,Backpack,Accessory,Dyneema,2015-07-23,Black,375,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/ultrahigh-backpack.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/small_image/200x300/9df78eab33525d08d6e5fb8d27136e95/o/u/outlier-ultrahighbackpack-shop2.jpg
Public Prototype 011,Shirt,Clothes,Linen,2015-07-21,Navy,188,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-011.html,http://outlier.cc/productentries/products/opp010/201-OUTLIER-OPP010-.jpg
Doublefine Merino Sweatpants,Sweatpants,Clothes,Merino,2015-07-21,"Gray Sky, Black, Deep Gray",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-sweatpants.html,http://outlier.cc/productentries/products/merinosweatpants/201-OUTLIER-DoublefineMerinoSweatpants-BlueSwoosh2.jpg
Suncloth Pivot,Shirt,Clothes,Cotton/Tencel,2015-07-14,White,248,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/suncloth-pivot.html,http://outlier.cc/productentries/products/sunclothpivot/201-OUTLIER-SunclothPivot-White.jpg
Runweight Merino T-Shirt,T-Shirt,Clothes,Runweight Merino,2015-07-14,"Washed Indigo, Near Black",88,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/runweight-merino-tshirt.html,http://outlier.cc/productentries/products/runweightmerinotshirt/201-OUTLIER-RunWeightT-Front.jpg
Ultralight Crops,Pants,Clothes,Ultralight,2015-07-14,"Offshore Blue, Skytint Gray, Deep Navy, Black, Moss Olive",198,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultralight-crops.html,http://outlier.cc/productentries/products/ultralightcrops/206-OUTLIER-UltralightCrops-MossOlive.jpg
Public Prototype 010,Vest,Clothes,Ultralight,2015-07-14,"Skytint Gray, Black",325,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-010.html,http://outlier.cc/productentries/products/opp010/201-OUTLIER-OPP-BlackFront.jpg
Ultralight Freeshell,Outerwear,Clothes,Ultralight,2015-06-29,"Moss Olive, Offshore Blue, Deep Gray",365,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultralight-freeshell.html,http://outlier.cc/productentries/products/ultralightfreeshell062015/204-OUTLIER-UltralightFreeShell-OffshoreBlue.jpg
Megafine Merino Socks,Socks,Clothes,Merino,2015-06-26,Black,21,TRUE,FALSE,Unisex,http://shop.outlier.cc/retail/megafinesock.html,http://outlier.cc/productentries/products/megafinesocks/109_outlier_megafinesock.jpg
Slim Dungarees,Pants,Clothes,Workcloth,2015-06-26,"Concrete, Zinc, Darkindigo",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
New OGs,Pants,Clothes,OG,2015-06-25,Black,240,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-og.html,http://outlier.cc/productentries/products/newogs/201-OUTLIER-NewOGs-Black.png
Public Prototype 009,T-Shirt,Clothes,Ramie,2015-06-23,Navy,135,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-009.html,http://outlier.cc/productentries/products/opp009/201-OUTLIER-OPP009-Front.jpg
Futureworks,Pants,Clothes,F. Cloth,2015-06-22,"Washed Indigo, Shademaroon, Zinc, Flat Black",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,http://outlier.cc/productentries/products/futureworks-062015/201-OUTLIER-Futureworks-WashedIndigo.jpg
Public Prototype 008,T-Shirt,Clothes,Merino/Cotton,2015-06-17,White,98,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-008.html,http://outlier.cc/productentries/products/opp008/201-OUTLIER-CottonweightT-Front.jpg
Breezy Linen Pivot,Shirt,Clothes,Linen,2015-06-10,"Bright Blue, White, Dark Blue",165,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/breezylinenpivot.html,http://outlier.cc/productentries/products/breezylinenpivot/203-OUTLIER-BreezyLinenPivot-DarkBlue.jpg
Grid Linen Bathrobe,Bathrobe,Accessory,Linen,2015-06-09,"Mid Indigo, Skyway, Summer Blue",148,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-bathrobe.html,http://outlier.cc/productentries/products/gridlinenbathrobe/201-OUTLIER-GridLinenRobe-Ghost.jpg
Grid Linen Towel S,Towel,Accessory,Linen,2015-06-09,"Mid Indigo, Skyway, Summer Blue, White",25,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Grid Linen Towel M,Towel,Accessory,Linen,2015-06-09,"Mid Indigo, Skyway, Summer Blue, White",36,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Grid Linen Towel L,Towel,Accessory,Linen,2015-06-09,"Mid Indigo, Skyway, Summer Blue, White",50,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Grid Linen Towel XL,Towel,Accessory,Linen,2015-06-09,"Mid Indigo, Skyway, Summer Blue, White",88,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Mojave Pivot Shirt,Shirt,Clothes,Linen/Cotton,2015-06-09,"Summer Blue, Olive, White, Dark Blue, Dark Gray",128,TRUE,FALSE,Men,http://shop.outlier.cc/retail/mojave-pivot-shirt.html,http://outlier.cc/productentries/products/mojavepr/201-OUTLIER-MojavePivot-Blue.jpg
New Way Shorts,Shorts,Clothes,F. Cloth,2015-06-09,"Ghost Blue, Washed Indigo, Shademaroon, Zinc, Flat Black",120,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-shorts.html,http://outlier.cc/productentries/products/newwayshorts/202-OUTLIER-NewWayShorts-DesertTan.jpg
Public Prototype 007,Hoodie,Clothes,Merino,2015-05-28,"Marsdust, Black",275,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-007.html,http://outlier.cc/productentries/products/opp007/203-OUTLIER-OPP007-Front3.jpg
Runweight Shorts,Shorts,Clothes,Ultralight,2015-05-26,Black,175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/runweight-shorts.html,http://outlier.cc/productentries/products/runweightshorts/201-OUTLIER-RunweightShorts-WhitetintGray.jpg
60/30 Blazer,Blazer,Clothes,“60/30”,2015-05-26,"Desert Tan, Dark Marine, Bluegray",550,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/6030blazer.html,http://outlier.cc/productentries/products/6030blazer/201-OUTLIER-6030Blazer-MidnightGray.jpg
60/30 Chinos,Pants,Clothes,“60/30”,2015-05-26,"Desert Tan, Dark Marine, Bluegray",225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/chino.html,http://outlier.cc/productentries/products/6030chinos/202-OUTLIER-Flat-MidnightGray.jpg
Public Prototype 006,T-Shirt,Clothes,Merino,2015-05-19,"Black, Gray",165,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-006.html,http://outlier.cc/productentries/products/opp006/201-OUTLIER-OPP006-Gray1.jpg
Cowlhood,Sweater,Clothes,Merino,2015-05-13,Black,188,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/cowlhood.html,http://outlier.cc/productentries/products/cowlhood1214/201-OUTLIER-TheCowlhood-Black.jpg
Light Rain Shirt,Shirt,Clothes,Supermarine,2015-05-13,Black,225,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/light-rain-shirt.html,http://outlier.cc/productentries/products/maybearainshirt/201-OUTLIER-LightRainShirt-Front.jpg
Free Way Shorts,Shorts,Clothes,OG,2015-05-13,"Moss Olive, Offshore Blue, Black, Quiet Shade",175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/free-way-shorts.html,http://outlier.cc/productentries/products/freewayshorts-052015/201-OUTLIER-FreeWayShorts-QuietShade.jpg
Public Prototype 005,T-Shirt,Clothes,Merino,2015-05-13,"Black, Gray",125,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-005.html,http://outlier.cc/productentries/products/opp005/204-OUTLIER-OPP005-Black.jpg
Slim Dungarees (Long),Pants,Clothes,Workcloth,2015-05-12,"Bluetint Gray, Black, Darkindigo",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Public Prototype 004,Pants,Clothes,Workcloth,2015-05-04,Black,198,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-004.html,http://outlier.cc/productentries/products/opp4/201-OPP004-Front.jpg
Ultrahigh Backpack,Backpack,Accessory,Dyneema,2015-04-29,Black,375,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/ultrahigh-backpack.html,http://shop.outlier.cc/shop/media/catalog/product/cache/2/small_image/200x300/9df78eab33525d08d6e5fb8d27136e95/o/u/outlier-ultrahighbackpack-shop2.jpg
New Way Longs,Shorts,Clothes,F. Cloth,2015-04-28,"Copper Dawn, Resonant Blue, Desert Tan, Dust Olive, Deep Gray, Flat Black",125,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-longs.html,http://outlier.cc/productentries/products/newwaylongs/203-OUTLIER-NewWayLongs-CopperDawn.jpg
Public Prototype 003,Shirt,Clothes,Linen/Wool,2015-04-23,"Blue, Gray",198,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-003.html,http://outlier.cc/productentries/products/opp003/203-OUTLIER-LinenWoolPivot-BlueFront.jpg
Sleeveless Merino T-Shirt,Tank Top,Clothes,Merino,2015-04-15,Black,88,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/sleeveless-merino-t-shirt.html,http://outlier.cc/productentries/products/sleevelesstee/201-OUTLIER-SleevelessMerinoT-Black.jpg
Openweight Merino Longsleeve,T-Shirt,Clothes,Openweight Merino,2015-04-15,Black,120,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/openweight-merino-longsleeve.html,http://outlier.cc/productentries/products/openweightmerinolongsleeve/201-OUTLIER-OpenweightMerinoLongsleeve-Front.jpg
Openweight Merino T-Shirt,T-Shirt,Clothes,Openweight Merino,2015-04-15,Black,88,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/openweight-merino-tshirt.html,http://outlier.cc/productentries/products/openweighttee/201-OUTLIER-OpenWeightMerinoT-Black.jpg
Airspace Transparent Pullover,Sweater,Clothes,Airspace Mesh,2015-04-15,"Black, Gray",165,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/airspace-transparent-pullover.html,http://outlier.cc/productentries/products/airspacetransparent/20141024_Outlier_Mesh_0144-2.jpg
Runweight Shorts,Shorts,Clothes,Ultralight,2015-04-15,"Whitetint Gray, New Slate",175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/runweight-shorts.html,http://outlier.cc/productentries/products/runweightshorts/201-OUTLIER-RunweightShorts-WhitetintGray.jpg
Climbers,Pants,Clothes,OG,2015-04-15,"Black, Charcoal",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/the-climbers.html,http://outlier.cc/productentries/products/theclimbers/201-OUTLIER-TheClimbers-Black.jpg
Merino Co-Pivot,Shirt,Clothes,Merino,2015-04-09,"Sky Blue, Red Dust, Night Blue",175,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/merino-co-pivot.html,http://outlier.cc/productentries/products/merinoco/202-OUTLIER-MerinoCoPivot-NewColor2.jpg
Slim Dungarees,Pants,Clothes,Workcloth,2015-04-02,"Black, Olive Black, Bluetint Gray, Dark Indigo",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees2015/203-OUTLIER-SlimDungarees-BluetintGray.jpg
Ripstop Merino Heavy Shirt,Shirt,Clothes,Merino,2015-03-26,Navy,225,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ripstop-merino-heavy-shirt.html,http://outlier.cc/productentries/products/ripstopheavyshirt/201-OUTLIER-RipStopHeavy-OhBaby.jpg
Mojave Pivot Shirt,Shirt,Clothes,Linen/Cotton,2015-03-17,"Summer Blue, Olive, White, Dark Blue, Dark Gray",128,TRUE,FALSE,Men,http://shop.outlier.cc/retail/mojave-pivot-shirt.html,http://outlier.cc/productentries/products/mojavepr/201-OUTLIER-MojavePivot-Blue.jpg
New Way Shorts,Shorts,Clothes,F. Cloth,2015-03-17,"Copper Dawn, Resonant Blue, Desert Tan, Dust Olive, Deep Gray, Flat Black",120,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-way-shorts.html,http://outlier.cc/productentries/products/newwayshorts/202-OUTLIER-NewWayShorts-DesertTan.jpg
Futureworks,Pants,Clothes,F. Cloth,2015-03-10,"Deep Gray, Resonant Blue, Flat Black, Desert Tan",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,http://outlier.cc/productentries/products/futureworks/201-OUTLIER-Futureworks-Front.jpg
Two-Ply Blazed Button Down,Shirt,Clothes,Cotton,2015-03-04,White,144,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/two-ply-blazed.html,http://outlier.cc/productentries/products/blazed2ply/201-OUTLIER-Blazed2Ply-Front.jpg
Ultrafine Merino T-Shirt,T-Shirt,Clothes,Merino,2015-03-04,"Copper Dawn, Deep Gray, Dusk Blue",98,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/ultrafine-merino-tee.html,http://outlier.cc/productentries/products/merinot/204-OUTLIER-UltrafineT-jpg
Climbers,Pants,Clothes,OG,2015-03-04,"Black, Charcoal, Quiet Shade",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/the-climbers.html,http://outlier.cc/productentries/products/theclimbers/202o-OUTLIER-TheClimbers-OliveFront.jpg
Public Prototype 002,Shirt,Clothes,Merino/Cotton,2015-02-25,Gray,128,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-002.html,http://outlier.cc/productentries/products/opp2/203-OUTLIER-S100Pivot-Gray2.jpg
Public Prototype 001,Sweater,Clothes,Merino,2015-02-17,"Blue/Black, Gray/Gray",225,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/opp-001.html,http://outlier.cc/productentries/200-OUTLIER-OPP-Nice.jpg
Climbers,Pants,Clothes,OG,2015-02-03,"Black, Charcoal",198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/the-climbers.html,http://outlier.cc/productentries/products/theclimbers/202o-OUTLIER-TheClimbers-OliveFront.jpg
Strongworks,Pants,Clothes,Strongcloth,2015-01-26,"Blue, Gray",150,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/strongworks.html,http://outlier.cc/productentries/products/strongworks/202-OUTLIER-StrongWorks-Gray2.jpg
Slim Dungarees,Pants,Clothes,Workcloth,2015-01-21,Black,198,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/slim-dungarees.html,http://outlier.cc/productentries/products/slimdungarees/208-OUTLIER-SlimDungarees-IndigoFront.jpg
Blazed Slim Button Down Pivot,Shirt,Clothes,Cotton,2015-01-14,"Pale Blue, White, Bluegray",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-slim-button-down.html,http://outlier.cc/productentries/products/blazedslim/204-OUTLIER-BlazedSlim-BlueGray.jpg
New OGs,Pants,Clothes,OG,2015-01-09,"Black, New Slate",240,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/new-og.html,http://outlier.cc/products/newogs/202-OUTLIER-NewOGs-NavyFront.jpg
Blazed Button Down Pivot,Shirt,Clothes,Cotton,2015-01-08,"Spring Blue, Microcheck Dark, Microcheck Light",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/blazed-button-down.html,http://outlier.cc/productentries/products/blazedbuttondown/203-OUTLIER-BlazedButtonDown-LandSick.jpg
Supermarine Soft Core Bomber,Outerwear,Clothes,Supermarine,2014-12-16,"Black, Navy",595,FALSE,FALSE,Men,http://shop.outlier.cc/shop/retail/supermarine-soft-core-bomber.html,http://outlier.cc/productentries/products/supermarinebomber/201-OUTLIER-SupermarineBomber-NavyFront.jpg
Hood,Hood,Accessory,Supermarine,2014-12-16,Black,144,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/hood.html,http://outlier.cc/productentries/products/superhood/201-OUTLIER-Superhood-Side.jpg
Key Piece,Keychain,Accessory,Nylon,2014-12-09,Black,48,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/key-piece.html,http://outlier.cc/productentries/products/keypiece/104-OUTLIER-KeyPiece.jpg
Expensive Square,Throw,Accessory,Merino,2014-12-09,Gray,120,FALSE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/expensive-square.html,http://outlier.cc/productentries/products/expensivesquare/201-OUTLIER-ExpensiveSquare-.jpg
Grid Linen Bathrobe,Bathrobe,Accessory,Linen,2014-12-09,"Gray Sky, Blue Wing",148,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-bathrobe.html,http://outlier.cc/productentries/products/gridlinenbathrobe/201-OUTLIER-GridLinenRobe-Ghost.jpg
Grid Linen Towel M,Towel,Accessory,Linen,2014-12-09,"Gray Sky, Blue Wing",40,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Grid Linen Towel L,Towel,Accessory,Linen,2014-12-09,"Gray Sky, Blue Wing",60,TRUE,FALSE,Unisex,http://shop.outlier.cc/shop/retail/grid-linen-towel.html,http://outlier.cc/productentries/products/gridlinentowel/107-OUTLIER-GridLinenTowel-GreenRoll.jpg
Futureworks,Pants,Clothes,F. Cloth,2014-12-09,"Flat Black, Dust Olive",125,TRUE,FALSE,Men,http://shop.outlier.cc/shop/retail/futureworks.html,http://outlier.cc/productentries/products/futureworks/201-OUTLIER-Futureworks-Front.jpg
